waterbody,date,dateNUTR,year,town,latitude,longitude,state,data_source,mult_survey,off_season,surfacearea_ha,surfaceaarea_sqm,perimeter_m,shoreline_development,depth_max_m,depth_avg_m,forested_shoreline_prop,inflow,outflow,FP_presence,FPcover_avg,FPcover_low_est,FPcover_max,FPcover_min,azolla,eichhornia_crassipes,lemna_minor,lemna_trisulca,lemna_valdiviana,riccia,spirodela_polyrhiza,wolffia,wolffia_borealis ,wolffia_brasiliensis ,allplant_species_richness,FP_species_richness,nonFP_species_richness,regime,azolla_cover_prop,lminor_cover_prop,lvaldiviana_cover_prop,ltrisulca_cover_prop,riccia_cover_prop,spolyrhiza_cover_prop,wolffia_cover_prop,wbrasiliensis_cover_prop,wborealis_cover_prop,TOTP_n,TOTP_avg,TOTP_SE,PO4_n,PO4_avg,PO4_SE,TOTN_n,TOTN_avg,TOTN_SE,NO3_n,NO3_avg,NO3_SE,NH4_n,NH4_avg,NH4_SE,totNtotP_n,totNtotP_avg,totNtotP_SE,PH_n,PH_avg,PH_SE,COND_n,COND_avg,COND_SE,DO_n,DO_avg,DO_SE,TEMP_n,TEMP_avg,TEMP_SE,ALK_n,ALK_avg,ALK_SE,secchi_n,secchi_avg,secchi_SE,notes,alisma,alisma_subcordatum,brasenia,cabomba,callitriche,callitriche_verna,callitriche_hetero,callitriche_stag,cardamine,ceratophyllum_dem,ceratophyllum_echin,charphyte,decodon,egeria,elatine,elatine_ameri,elatine_minima,elatine_triandra,eleocharis,eleocharis_acic,eleocharis_ellip,ellocharis_parv,elodea_canad,elodea_nutt,eriocaulon_aqua,fil_algae,glossostigma,gratiola,hydrilla,isoetes,isoetes_acad,isoetes_eaton,isoetes_echino,isoetes_engel,isoetes_lacus,isoetes_tuck,juncus,juncus_pelo,lobelia,ludwigia,ludwigia_dub,ludwigia_lac,ludwigia_pal,marsilea,megalodonta,myosotis,myriophyllum,myriophyllum_alt,myriophyllum_aqua,myriophyllum_hetero,myriophyllum_hetero_lax,myriophyllum_hum,myriophyllum_ten,myriophyllum_sibi,myriophyllum_spic,najas_flex,najas_grac,najas_guad,najas_minor,nasturtium,nelumbo,nuphar,nymphaea_odor,nymphaea_odor_odor,nymphaea_odor_tuber,nymphoides,nymphoides_cordata,nymphoides_pelt,peltandra,phragmites,polygonum,polygonum_amphi,polygonum_hydro,pontederia,potamogeton,potamogeton_ampli,potamogeton_berch,potamogeton_biculp,potamogeton_conferv,potamogeton_crispus,potamogeton_epi,potamogeton_foli,potamogeton_frie,potamogeton_grami,potamogeton_ilino,potamogeton_ilino_hybrid,potamogeton_natans,potamogeton_nodos,potamogeton_oakes,potamogeton_palus,potamogeton_perfo,potamogeton_pulch,potamogeton_pusil,potamogeton_prael,potamogeton_rich,potamogeton_robb,potamogeton_spir,potamogeton_vase,potamogeton_zost,proserpinaca,ranunculus,sagittaria,sagittaria_gram,sagittaria_lati,schoenoplectus,sparganium,sparganium_ameri,stuckenia,trapa,typha,typha_latif,sedge,utricularia,utricularia_gemi,utricularia_gibb,utricularia_inter,utricularia_macro,utricularia_mini,utricularia_mino,utricularia_purp,utricularia_radi,utricularia_subu,utricularia_vulg,vallisneria,zannichellia,zosterella
Manitook Lake,7/19/2004,7/19/2004,2004,Granby,41.9817,72.7944,CT,CAES,N,N,23.03,230266.13,,,5,,,,,no data,,,,,,,,,,,,,,,24,,24,no data,,,,,,,,,,2,0.0485,0.0285,,,,,,,,,,,,,,,,2,6.95,0.65,2,166,12,1,8.6,,1,24.1,,2,67.15,10.85,1,3.4,,no data on floating plants ,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
Merriman Pond,9/8/2005,9/8/2005,2005,Watertown,41.6347,73.1139,CT,CAES,N,N,14.37,143663.403,2854.97,2.145,3,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,SAV,0,0,0,0,0,0,0,0,0,2,0.0395,0.0105,,,,,,,,,,,,,,,,2,6,0,2,100.5,40.5,1,4.8,,1,22.4,,2,33.75,22.5,1,1.5,,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Messerschmidt Pond,8/16/2005,8/16/2005,2005,"Deep River, Westbrook",41.3388,72.4838,CT,CAES,N,N,29.54,295420.519,3690.49,1.924,4.877,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,SAV,0,0,0,0,0,0,0,0,0,2,0.0355,0.0095,,,,,,,,,,,,,,,,2,6.2,0.2,2,130,65,1,5.5,,1,27.4,,2,46.13,39.375,1,2.8,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0
Mill Pond  North Basin,6/23/2011,6/23/2011,2011,East Setauket,40.9465,73.1156,NY,MJM,Y,N,1.5,14654.92,579.23,1.35,2.286,,0.7651,,,Y,0.0747,0.0747,0.0747,0.0747,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.00711,0,0,0,0.01271,0,0.05486,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  North Basin,7/12/2011,7/12/2011,2011,East Setauket,40.9465,73.1156,NY,MJM,Y,N,1.5,14654.92,579.23,1.35,2.286,,0.7651,,,Y,0.1193,0.1193,0.1193,0.1193,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.00801,0,0,0,0.03993,0,0.07138,0,,,,4,0.02382,0.002430522,,,,4,0.186480033,0.029549981,4,0.036265951,0.00595784,,,,,,,4,230,1.779513042,4,6.975,0.275,4,25.85,0.239791576,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  North Basin,7/26/2011,7/26/2011,2011,East Setauket,40.9465,73.1156,NY,MJM,Y,N,1.5,14654.92,579.23,1.35,2.286,,0.7651,,,Y,0.3352,0.3352,0.3352,0.3352,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.01742,0,0,0,0.05181,0,0.26599,0,,,,4,0.039026312,0.01228094,,,,4,1.117367542,0.17694991,4,0.005319506,0.001989267,,,,4,10.085,0.064096282,4,269.25,13.2437092,4,10.375,1.564914801,4,31.9,1.043232157,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  North Basin,8/9/2011,8/9/2011,2011,East Setauket,40.9465,73.1156,NY,MJM,Y,N,1.5,14654.92,579.23,1.35,2.286,,0.7651,,,Y,0.2786,0.2786,0.2786,0.2786,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.0146,0,0,0,0.02341,0,0.24056,0,,,,4,0.022487012,0.007271406,,,,4,0.348572971,0.060917049,4,0.041152858,0.007561477,,,,4,7.2475,0.057063561,4,235,1.471960144,4,8.65,0.455521679,4,24.75,0.15,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  North Basin,8/16/2011,8/16/2011,2011,East Setauket,40.9465,73.1156,NY,MJM,Y,N,1.5,14654.92,579.23,1.35,2.286,,0.7651,,,Y,0.3073,0.3073,0.3073,0.3073,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.02663,0,0,0,0.00442,0,0.27623,0,,,,4,0.042237662,0.013406066,,,,4,0.16336007,0.032436228,4,0.03964112,0.006023398,,,,4,6.425,0.068495742,4,131.875,12.29711179,4,10.15,0.21015867,4,20.7,0.212132034,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  North Basin,8/24/2011,8/24/2011,2011,East Setauket,40.9465,73.1156,NY,MJM,Y,N,1.5,14654.92,579.23,1.35,2.286,,0.7651,,,Y,0.4233,0.4233,0.4233,0.4233,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.03578,0,0,0,0.00132,0,0.38623,0,,,,4,0.05209631,0.010622076,,,,4,0.506808386,0.16753127,4,0.047228839,0.006469744,,,,4,9.3725,0.307689643,4,209,5.686240703,4,2.225,0.847914107,4,24.9,0.769198717,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  North Basin,8/29/2011,8/29/2011,2011,East Setauket,40.9465,73.1156,NY,MJM,Y,N,1.5,14654.92,579.23,1.35,2.286,,0.7651,,,Y,0.2174,0.2174,0.2174,0.2174,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.01735,0,0,0,0.00355,0,0.19652,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  North Basin,9/27/2011,9/27/2011,2011,East Setauket,40.9465,73.1156,NY,MJM,Y,N,1.5,14654.92,579.23,1.35,2.286,,0.7651,,,Y,0.3654,0.3654,0.3654,0.3654,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.04478,0,0,0,0.02019,0,0.30044,0,,,,4,0.058867448,0.019606638,,,,4,0.848362655,0.173388661,4,0.01793065,0.007658647,,,,4,7.865,0.487314067,4,204.95,4.55,4,8.675,0.275,4,25.05,0.29011492,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  North Basin,2/27/2012,2/27/2012,2012,East Setauket,40.9465,73.1156,NY,MJM,Y,Y,1.5,14654.92,579.23,1.35,2.286,,0.7651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.02579,0.0023,4,0.006,0.00268,4,3.37961,0.38448,4,1.18115,0.1584,4,0.19931,0.07967,,131.0642,,4,6.3575,0.297135631,4,213,5.582711408,3,10.73333333,2.594652621,4,5.8,0.514781507,,,,,,,Late winter  no plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mill Pond  North Basin,7/19/2012,7/19/2012,2012,East Setauket,40.9465,73.1156,NY,MJM,Y,N,1.5,14654.92,579.23,1.35,2.286,,0.7651,,,Y,0.267,0.267,0.267,0.267,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.04634,0,0,0,0.04714,0,0.17356,0,,,,4,0.05016,0.00872,,,,4,0.47374,0.08162,4,0.01406,0.00639,,,,4,9,0,4,191.475,1.581863353,4,9.075,0.690862987,4,26.9,0.21602469,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  North Basin,8/21/2013,8/21/2013,2013,East Setauket,40.9465,73.1156,NY,MJM,Y,N,1.5,14654.92,579.23,1.35,2.286,,0.7651,,,Y,0.5652,0.5652,0.5652,0.5652,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Used SAV richness from 2011,2012; no data on FP species % composition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  North Basin,combined,2/27/2012,comb,East Setauket,40.9465,73.1156,NY,MJM,Y,N,1.5,14654.92,579.23,1.35,2.286,,0.7651,,,Y,0.4185,0.5652,0.5652,0.0747,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.02422,0,0,0,0.02272,0,0.21842,0,4,0.02579,0.0023,8,0.03684,0.006347273,4,3.37961,0.38448,8,0.60323,0.141200138,8,0.05011,0.021954191,,131.0642,,7,8.33,0.52,8,210.56875,14.02495763,7,8.017857143,1.054422578,7,25.72142857,1.261747519,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  South Basin,8/9/2011,8/9/2011,2011,East Setauket,40.9444,73.116,NY,MJM,Y,N,1.13,11440.06,776.43,2.06,1.219,,0.5827,,,Y,0.4348,0.4348,0.4348,0.4348,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.31152,0,0,0,0.0302,0,0.09309,0,,,,3,0.04405,0.010353124,,,,3,0.97797,0.243615093,3,0.05611,0.008038066,,,,4,6.41,0.02,4,207.0333333,6.52118343,4,8.3,1.479864859,4,21.16666667,0.144337567,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  South Basin,8/16/2011,8/16/2011,2011,East Setauket,40.9444,73.116,NY,MJM,Y,N,1.13,11440.06,776.43,2.06,1.219,,0.5827,,,Y,0.4249,0.4249,0.4249,0.4249,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.24323,0,0,0,0.02243,0,0.15922,0,,,,3,0.03279,0.005516086,,,,3,0.43065,0.075446605,3,0.0933,0.054081595,,,,3,6.293333333,0.027284509,3,164.7333333,6.591998517,3,6.966666667,2.356079606,3,18.93333333,0.611918658,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  South Basin,8/24/2011,8/24/2011,2011,East Setauket,40.9444,73.116,NY,MJM,Y,N,1.13,11440.06,776.43,2.06,1.219,,0.5827,,,Y,0.5058,0.5058,0.5058,0.5058,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.25177,0,0,0,0.01825,0,0.2358,0,,,,3,0.06314,0.00943863,,,,3,0.91137,0.452355863,3,0.06753,0.013410936,,,,3,7.413333333,0.26691655,3,223,7.234178138,3,10.66666667,3.283460234,3,19.36666667,3.36518119,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  South Basin,8/29/2011,8/29/2011,2011,East Setauket,40.9444,73.116,NY,MJM,Y,N,1.13,11440.06,776.43,2.06,1.219,,0.5827,,,Y,0.2245,0.2245,0.2245,0.2245,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.03971,0,0,0,0.00224,0,0.18252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  South Basin,9/27/2011,9/27/2011,2011,East Setauket,40.9444,73.116,NY,MJM,Y,N,1.13,11440.06,776.43,2.06,1.219,,0.5827,,,Y,0.6969,0.6969,0.6969,0.6969,0,0,1,0,0,0,1,0,0,1,6,3,3,FP,0,0.44679,0,0,0,0.04013,0,0.20995,0,,,,3,0.06471,0.025547671,,,,3,0.72048,0.192808721,3,0.36282,0.081247512,,,,3,6.823333333,0.163333333,3,231,11.54700538,3,3.4,1.929594085,3,21.73333333,1.63842743,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  South Basin,2/27/2012,2/27/2012,2012,East Setauket,40.9444,73.116,NY,MJM,Y,Y,1.13,11440.06,776.43,2.06,1.219,,0.5827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.02366,0.00133,4,0.00701,0.00472,4,4.58481,0.32402,4,1.23771,0.13656,4,0.11435,0.02273,,193.8149,,4,7.295,0.068980674,4,218.2,8.386894539,4,9.35,0.693421469,4,6.8,0.49159604,,,,,,,Late winter  no plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mill Pond  South Basin,7/19/2012,7/19/2012,2012,East Setauket,40.9444,73.116,NY,MJM,Y,N,1.13,11440.06,776.43,2.06,1.219,,0.5827,,,Y,0.4264,0.4264,0.4264,0.4264,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,0,0.28692,0,0,0,0.02833,0,0.11115,0,,,,4,0.09118,0.00417,,,,4,1.10691,0.23208,4,0.05375,0.00998,,,,4,6.725,0.143614066,4,210.325,11.05089551,3,8.666666667,2.136456048,4,20.5,2.339159393,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  South Basin,8/21/2013,8/21/2013,2013,East Setauket,40.9444,73.116,NY,MJM,Y,N,1.13,11440.06,776.43,2.06,1.219,,0.5827,,,Y,0.4668,0.4668,0.4668,0.4668,0,0,1,0,0,0,1,0,0,1,6,3,3,SAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Used SAV richness from 2011,2012; no data on FP species % composition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond  South Basin,combined,2/27/2012,comb,East Setauket,40.9444,73.116,NY,MJM,Y,N,1.13,11440.06,776.43,2.06,1.219,,0.5827,,,Y,0.53,0.53,0.6969,0.2245,0,0,1,0,0,0,1,0,0,1,6,3,3,shift,0,0.26332,0,0,0,0.0236,0,0.16529,0,4,0.02366,0.00133,6,0.05048,0.01191952,4,4.58481,0.32402,6,0.89752,0.117693132,6,0.12464,0.048580281,,193.8149,,6,6.82667,0.185464881,6,209.04861,9.53901987,5,7.6,1.205680997,5,20.34,0.528036194,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mill Pond Park,9/4/2009,9/4/2009,2009,Newington,41.6947,72.73,CT,CAES,Y,N,1.46,14568.683,597.938,1.397,2.8,,0.2895,,,Y,0.3566,0.4938,0.4938,0.2195,0,1,1,0,0,0,0,0,0,0,5,2,3,SAV,0,0.21948,0,0,0,0,0,0,0,2,0.1205,0.0125,,,,,,,,,,,,,,,,2,6.85,0.05,2,361,9,1,7.9,,1,20.9,,2,180.4,7.9,,1.2,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
